gene_symbol_a	clone_id_a	gene_symbol_b	clone_id_b	category	aa_seq_pct_identity	PDI_Jaccard_d	PPI_Jaccard_d	activation_abs_fold_change_log2
ZIM2	ZIM2-1	ZNF12	ZNF12-1	paralogs	17.391304347826086			
ZNF12	ZNF12-1	ZNF696	ZNF696-1	paralogs	19.485791610284167			
ZNF12	ZNF12-1	ZNF829	ZNF829-1	paralogs	31.86206896551724			
ZNF12	ZNF12-1	ZNF415	ZNF415-2	paralogs	36.581920903954796			0.6014631733513366
ZNF12	ZNF12-1	ZNF483	ZNF483-1	paralogs	30.01158748551564			
ZNF12	ZNF12-1	ZNF138	ZNF138-2	paralogs	19.63276836158192			
ZNF12	ZNF12-1	ZNF718	ZNF718-1	paralogs	31.96022727272727			
ZFP1	ZFP1-2	ZNF12	ZNF12-1	paralogs	33.047210300429185			
ZNF12	ZNF12-1	ZNF320	ZNF320-1	paralogs	35.583684950773566			0.20872027048309336
ZNF12	ZNF12-1	ZNF23	ZNF23-2	paralogs	44.26229508196721			
HDX	HDX-1	POU5F1	POU5F1-1	paralogs	6.0022650056625135	1.0		2.2190430322081616
OTX2	OTX2-2	PAX5	PAX5-1	paralogs	11.394891944990174	1.0		3.2234650965389773
SALL2	SALL2-3	SALL3	SALL3-1	paralogs	27.27910238429173			0.4923269395516052
ZBTB18	ZBTB18-1	ZNF143	ZNF143-1	paralogs	16.46586345381526	1.0		4.605826455666291
ZNF143	ZNF143-1	ZNF692	ZNF692-1	paralogs	14.936708860759492	1.0		5.54471035856147
ZNF26	ZNF26-1	ZNF3	ZNF3-1	paralogs	32.29166666666667			
ZNF3	ZNF3-1	ZNF655	ZNF655-2	paralogs	29.01023890784983			
ZNF3	ZNF3-1	ZNF460	ZNF460-1	paralogs	33.223684210526315			
ZNF3	ZNF3-1	ZNF607	ZNF607-1	paralogs	27.005347593582893			
ZNF3	ZNF3-1	ZNF544	ZNF544-1	paralogs	28.974358974358978			
ZNF254	ZNF254-1	ZNF3	ZNF3-1	paralogs	29.745042492917843			
ZNF250	ZNF250-1	ZNF3	ZNF3-1	paralogs	38.19095477386934			
ZIM2	ZIM2-1	ZNF3	ZNF3-1	paralogs	24.30668841761827			
ZNF3	ZNF3-1	ZNF696	ZNF696-1	paralogs	36.542669584245075			
ZNF3	ZNF3-1	ZNF829	ZNF829-1	paralogs	41.71779141104295			
ZNF3	ZNF3-1	ZNF415	ZNF415-2	paralogs	34.20621931260229			
ZNF3	ZNF3-1	ZNF483	ZNF483-1	paralogs	29.55145118733509			
ZNF138	ZNF138-2	ZNF3	ZNF3-1	paralogs	31.637168141592923			
ZNF3	ZNF3-1	ZNF718	ZNF718-1	paralogs	35.714285714285715			
ZFP1	ZFP1-2	ZNF3	ZNF3-1	paralogs	41.33611691022965			
ZNF3	ZNF3-1	ZNF320	ZNF320-1	paralogs	36.101083032490976			
ZNF23	ZNF23-2	ZNF3	ZNF3-1	paralogs	32.09366391184573			
ZKSCAN3	ZKSCAN3-2	ZSCAN21	ZSCAN21-1	paralogs	42.5925925925926			0.16077570754360804
ZNF24	ZNF24-1	ZSCAN21	ZSCAN21-1	paralogs	36.43892339544513			0.7690014694539336
ZSCAN21	ZSCAN21-1	ZSCAN25	ZSCAN25-1	paralogs	38.46153846153847			0.11650018827269926
ZNF397	ZNF397-2	ZSCAN21	ZSCAN21-1	paralogs	43.58047016274864			1.8752830829044276
ZNF449	ZNF449-1	ZSCAN21	ZSCAN21-1	paralogs	37.2972972972973			
ZSCAN21	ZSCAN21-1	ZSCAN26	ZSCAN26-1	paralogs	38.715953307393			0.05755186753520114
ZNF232	ZNF232-1	ZSCAN21	ZSCAN21-1	paralogs	39.26499032882012			
ZNF23	ZNF23-2	ZNF26	ZNF26-1	paralogs	36.19186046511628			1.6914483505309
ZNF23	ZNF23-2	ZNF655	ZNF655-2	paralogs	25.13513513513513			
ZNF23	ZNF23-2	ZNF460	ZNF460-1	paralogs	34.47293447293448			
ZNF23	ZNF23-2	ZNF607	ZNF607-1	paralogs	43.31550802139038			1.8390528450826245
ZNF23	ZNF23-2	ZNF544	ZNF544-1	paralogs	40.31413612565446			1.0904906638879202
ZNF23	ZNF23-2	ZNF254	ZNF254-1	paralogs	42.406876790830935			
ZNF23	ZNF23-2	ZNF250	ZNF250-1	paralogs	43.270622286541254			
ZIM2	ZIM2-1	ZNF23	ZNF23-2	paralogs	17.386231038506416			
ZNF23	ZNF23-2	ZNF696	ZNF696-1	paralogs	21.262002743484228			
ZNF23	ZNF23-2	ZNF829	ZNF829-1	paralogs	32.6271186440678			
ZNF23	ZNF23-2	ZNF415	ZNF415-2	paralogs	38.142857142857146			1.0492515167658465
ZNF23	ZNF23-2	ZNF483	ZNF483-1	paralogs	29.965156794425088			
ZNF138	ZNF138-2	ZNF23	ZNF23-2	paralogs	18.695652173913047			
ZNF23	ZNF23-2	ZNF718	ZNF718-1	paralogs	32.614942528735625			
ZFP1	ZFP1-2	ZNF23	ZNF23-2	paralogs	29.575402635431924			
ZNF23	ZNF23-2	ZNF320	ZNF320-1	paralogs	37.17201166180758			0.6565086138976031
ZNF180	ZNF180-2	ZNF596	ZNF596-1	paralogs	35.33834586466165			1.877785496266852
ZNF180	ZNF180-2	ZNF669	ZNF669-1	paralogs	22.159887798036465			
ZNF169	ZNF169-3	ZNF180	ZNF180-2	paralogs	33.88429752066116			
ZNF124	ZNF124-1	ZNF180	ZNF180-2	paralogs	23.982558139534888			
ZNF180	ZNF180-2	ZNF778	ZNF778-1	paralogs	34.15233415233415			2.0746483633357227
ZNF180	ZNF180-2	ZNF559	ZNF559-1	paralogs	35.5359765051395			
ZNF180	ZNF180-2	ZNF69	ZNF69-2	paralogs	38.22674418604651			0.6537837288062235
ZNF177	ZNF177-1	ZNF180	ZNF180-2	paralogs	34.42136498516321			
ZKSCAN3	ZKSCAN3-2	ZNF232	ZNF232-1	paralogs	33.05084745762712			
ZNF232	ZNF232-1	ZNF24	ZNF24-1	paralogs	37.802197802197796			
ZNF232	ZNF232-1	ZSCAN25	ZSCAN25-1	paralogs	29.983249581239534			
ZNF232	ZNF232-1	ZNF397	ZNF397-2	paralogs	39.26056338028169			
ZNF232	ZNF232-1	ZNF449	ZNF449-1	paralogs	29.56081081081081			
ZNF232	ZNF232-1	ZSCAN26	ZSCAN26-1	paralogs	34.935304990757864			
E4F1	E4F1-1	ZNF418	ZNF418-1	paralogs	17.494824016563147			7.6368841793702416
E4F1	E4F1-1	ZNF772	ZNF772-4	paralogs	17.32186732186732			
E4F1	E4F1-1	ZNF548	ZNF548-1	paralogs	17.741935483870968			7.408802766115503
E4F1	E4F1-1	ZNF79	ZNF79-1	paralogs	17.473435655253837			4.803162995738802
ZBTB48	ZBTB48-1	ZNF747	ZNF747-1	paralogs	12.534435261707987			0.8902363533939017
ZNF688	ZNF688-2	ZNF747	ZNF747-1	paralogs	43.02670623145401			
ZNF596	ZNF596-1	ZNF778	ZNF778-1	paralogs	32.23249669749009			3.9524338596025754
ZNF669	ZNF669-1	ZNF778	ZNF778-1	paralogs	24.097938144329902			
ZNF169	ZNF169-3	ZNF778	ZNF778-1	paralogs	29.97512437810945			3.6049939428516335
ZNF124	ZNF124-1	ZNF778	ZNF778-1	paralogs	26.81638044914135			3.6224463463711736
ZNF559	ZNF559-1	ZNF778	ZNF778-1	paralogs	36.3040629095675			
ZNF69	ZNF69-2	ZNF778	ZNF778-1	paralogs	35.714285714285715			1.4208646345294993
ZNF177	ZNF177-1	ZNF778	ZNF778-1	paralogs	33.551769331585845			3.5455103106567543
ZNF212	ZNF212-1	ZNF662	ZNF662-2	paralogs	19.966159052453467			
ARNT2	ARNT2-1	NPAS2	NPAS2-1	paralogs	19.938016528925623		0.9230769230769231	4.408769829710319
ZNF26	ZNF26-1	ZNF415	ZNF415-2	paralogs	39.07849829351536			0.6421968337650539
ZNF415	ZNF415-2	ZNF655	ZNF655-2	paralogs	30.442176870748302			0.5261900533154692
ZNF415	ZNF415-2	ZNF460	ZNF460-1	paralogs	37.13826366559485			
ZNF415	ZNF415-2	ZNF607	ZNF607-1	paralogs	34.65211459754434			0.7898013283167782
ZNF415	ZNF415-2	ZNF544	ZNF544-1	paralogs	37.379310344827594			0.04123914712207366
ZNF254	ZNF254-1	ZNF415	ZNF415-2	paralogs	38.700147710487435			
ZNF250	ZNF250-1	ZNF415	ZNF415-2	paralogs	40.99173553719008			1.7662557036690725
ZIM2	ZIM2-1	ZNF415	ZNF415-2	paralogs	17.63157894736842			
ZNF415	ZNF415-2	ZNF696	ZNF696-1	paralogs	28.063943161634107			
ZNF415	ZNF415-2	ZNF829	ZNF829-1	paralogs	36.16298811544992			
ZNF415	ZNF415-2	ZNF483	ZNF483-1	paralogs	31.95342820181112			0.667494977874422
ZNF138	ZNF138-2	ZNF415	ZNF415-2	paralogs	26.194690265486727			0.5542383522607796
ZNF415	ZNF415-2	ZNF718	ZNF718-1	paralogs	42.678571428571416			
ZFP1	ZFP1-2	ZNF415	ZNF415-2	paralogs	31.399317406143346			0.8424893053589345
ZNF320	ZNF320-1	ZNF415	ZNF415-2	paralogs	48.23321554770318			0.3927429028682432
ZBTB18	ZBTB18-1	ZNF692	ZNF692-1	paralogs	16.332378223495702			0.9388839028951788
OVOL1	OVOL1-1	ZNF131	ZNF131-2	paralogs	10.88957055214724			6.010928908568858
ZKSCAN3	ZKSCAN3-2	ZNF24	ZNF24-1	paralogs	32.730560578661844			0.9297771769975416
ZNF24	ZNF24-1	ZSCAN25	ZSCAN25-1	paralogs	28.291814946619212			0.6525012811812343
ZNF24	ZNF24-1	ZNF397	ZNF397-2	paralogs	33.209647495361786		0.5	
ZNF24	ZNF24-1	ZNF449	ZNF449-1	paralogs	27.517985611510788			
ZNF24	ZNF24-1	ZSCAN26	ZSCAN26-1	paralogs	30.76923076923077			0.8265533369891347
ZNF596	ZNF596-1	ZNF669	ZNF669-1	paralogs	34.740882917466415			
ZNF169	ZNF169-3	ZNF596	ZNF596-1	paralogs	32.74193548387097			0.34743991675094044
ZNF124	ZNF124-1	ZNF596	ZNF596-1	paralogs	34.30799220272904			0.3299875132314012
ZNF559	ZNF559-1	ZNF596	ZNF596-1	paralogs	37.543252595155714			
ZNF596	ZNF596-1	ZNF69	ZNF69-2	paralogs	40.480274442538594			2.5315692250730755
ZNF177	ZNF177-1	ZNF596	ZNF596-1	paralogs	41.50579150579151			0.4069235489458206
ESRRA	ESRRA-1	ESRRG	ESRRG-1	paralogs	52.90456431535271	0.6666666666666667	0.4375	0.722819226358212
ZNF26	ZNF26-1	ZNF483	ZNF483-1	paralogs	30.22636484687084			1.3096918116394758
ZNF483	ZNF483-1	ZNF655	ZNF655-2	paralogs	23.08690012970169			
ZNF460	ZNF460-1	ZNF483	ZNF483-1	paralogs	25.849514563106798			
ZNF483	ZNF483-1	ZNF607	ZNF607-1	paralogs	28.000000000000004			1.4572963061912003
ZNF483	ZNF483-1	ZNF544	ZNF544-1	paralogs	29.09090909090909			0.7087341249964957
ZNF254	ZNF254-1	ZNF483	ZNF483-1	paralogs	32.32077764277035			
ZNF250	ZNF250-1	ZNF483	ZNF483-1	paralogs	32.22079589216945			
ZIM2	ZIM2-1	ZNF483	ZNF483-1	paralogs	21.63892445582586			
ZNF483	ZNF483-1	ZNF696	ZNF696-1	paralogs	20.871862615587848			
ZNF483	ZNF483-1	ZNF829	ZNF829-1	paralogs	27.903871829105483			
ZNF138	ZNF138-2	ZNF483	ZNF483-1	paralogs	19.066666666666666			
ZNF483	ZNF483-1	ZNF718	ZNF718-1	paralogs	29.427430093209058			
ZFP1	ZFP1-2	ZNF483	ZNF483-1	paralogs	25.268817204301076			
ZNF320	ZNF320-1	ZNF483	ZNF483-1	paralogs	30.250990752972253			0.2747520750061788
ZKSCAN3	ZKSCAN3-2	ZNF449	ZNF449-1	paralogs	35.47297297297297			
ZNF449	ZNF449-1	ZSCAN25	ZSCAN25-1	paralogs	36.0			
ZNF397	ZNF397-2	ZNF449	ZNF449-1	paralogs	32.78955954323002			
ZNF449	ZNF449-1	ZSCAN26	ZSCAN26-1	paralogs	35.31531531531532			
ZNF169	ZNF169-3	ZNF669	ZNF669-1	paralogs	26.229508196721312			
ZNF124	ZNF124-1	ZNF169	ZNF169-3	paralogs	26.21359223300971			
ZNF169	ZNF169-3	ZNF559	ZNF559-1	paralogs	34.75409836065574			
ZNF169	ZNF169-3	ZNF69	ZNF69-2	paralogs	33.12883435582822			2.184129308322135
ZNF169	ZNF169-3	ZNF177	ZNF177-1	paralogs	30.57851239669421			
ETV4	ETV4-1	SPIB	SPIB-2	paralogs	15.520628683693516			0.11219506675455816
PBX1	PBX1-1	TGIF1	TGIF1-3	paralogs	13.524590163934429			1.8347776154518616
ZNF223	ZNF223-1	ZNF784	ZNF784-1	paralogs	19.3158953722334			
ZNF223	ZNF223-1	ZNF34	ZNF34-4	paralogs	36.72727272727273			
ZNF223	ZNF223-1	ZNF707	ZNF707-2	paralogs	29.91803278688525			
ZKSCAN7	ZKSCAN7-1	ZNF223	ZNF223-1	paralogs	24.605263157894736			
ZNF223	ZNF223-1	ZNF398	ZNF398-1	paralogs	21.621621621621625			
ZNF223	ZNF223-1	ZNF467	ZNF467-1	paralogs	23.510971786833853			
ZNF34	ZNF34-4	ZNF784	ZNF784-1	paralogs	14.262560777957859			
ZNF707	ZNF707-2	ZNF784	ZNF784-1	paralogs	17.758985200845668			
ZKSCAN7	ZKSCAN7-1	ZNF784	ZNF784-1	paralogs	11.693057247259441			
ZNF398	ZNF398-1	ZNF784	ZNF784-1	paralogs	15.078236130867708			
ZNF467	ZNF467-1	ZNF784	ZNF784-1	paralogs	16.74347158218126			
ZNF34	ZNF34-4	ZNF707	ZNF707-2	paralogs	30.530164533820837			
ZKSCAN7	ZKSCAN7-1	ZNF707	ZNF707-2	paralogs	18.708827404479575			
ZNF398	ZNF398-1	ZNF707	ZNF707-2	paralogs	20.1848998459168			
ZNF467	ZNF467-1	ZNF707	ZNF707-2	paralogs	18.923076923076927			
ZNF34	ZNF34-4	ZNF467	ZNF467-1	paralogs	25.920471281296027			
ZKSCAN7	ZKSCAN7-1	ZNF467	ZNF467-1	paralogs	22.606689734717413			
ZNF398	ZNF398-1	ZNF467	ZNF467-1	paralogs	20.24539877300613			
ZNF101	ZNF101-1	ZNF433	ZNF433-1	paralogs	34.36578171091445			0.6975036646611413
ZNF26	ZNF26-1	ZNF320	ZNF320-1	paralogs	41.13475177304964			1.034939736633297
ZNF320	ZNF320-1	ZNF655	ZNF655-2	paralogs	31.138790035587192			0.133447150447226
ZNF320	ZNF320-1	ZNF460	ZNF460-1	paralogs	37.81942078364565			
ZNF320	ZNF320-1	ZNF607	ZNF607-1	paralogs	33.42696629213483			1.1825442311850214
ZNF320	ZNF320-1	ZNF544	ZNF544-1	paralogs	32.78463648834019			0.4339820499903169
ZNF254	ZNF254-1	ZNF320	ZNF320-1	paralogs	39.366515837104075			
ZNF250	ZNF250-1	ZNF320	ZNF320-1	paralogs	42.31433506044905			1.3735128008008293
ZIM2	ZIM2-1	ZNF320	ZNF320-1	paralogs	18.88412017167382			
ZNF320	ZNF320-1	ZNF696	ZNF696-1	paralogs	30.188679245283016			
ZNF320	ZNF320-1	ZNF829	ZNF829-1	paralogs	38.059701492537314			
ZNF138	ZNF138-2	ZNF320	ZNF320-1	paralogs	27.23880597014925			0.16149544939253635
ZNF320	ZNF320-1	ZNF718	ZNF718-1	paralogs	42.50474383301708			
ZFP1	ZFP1-2	ZNF320	ZNF320-1	paralogs	33.70786516853933			0.4497464024906913
ZFP1	ZFP1-2	ZNF26	ZNF26-1	paralogs	34.678899082568805			1.4846861391239885
ZFP1	ZFP1-2	ZNF655	ZNF655-2	paralogs	27.924528301886788			
ZFP1	ZFP1-2	ZNF460	ZNF460-1	paralogs	31.28295254833041			
ZFP1	ZFP1-2	ZNF607	ZNF607-1	paralogs	27.195467422096318			1.6322906336757126
ZFP1	ZFP1-2	ZNF544	ZNF544-1	paralogs	27.85515320334262			0.8837284524810082
ZFP1	ZFP1-2	ZNF254	ZNF254-1	paralogs	28.83156297420334			
ZFP1	ZFP1-2	ZNF250	ZNF250-1	paralogs	35.4954954954955			
ZFP1	ZFP1-2	ZIM2	ZIM2-1	paralogs	21.979865771812076			
ZFP1	ZFP1-2	ZNF696	ZNF696-1	paralogs	29.957805907173			
ZFP1	ZFP1-2	ZNF829	ZNF829-1	paralogs	40.87912087912088			
ZFP1	ZFP1-2	ZNF138	ZNF138-2	paralogs	31.55339805825243			
ZFP1	ZFP1-2	ZNF718	ZNF718-1	paralogs	33.398058252427184			
NR2F2	NR2F2-1	RXRA	RXRA-1	paralogs	35.57894736842105			
NR2F2	NR2F2-1	RXRB	RXRB-1	paralogs	29.059829059829067			
ZNF26	ZNF26-1	ZNF696	ZNF696-1	paralogs	25.174825174825177			
ZNF655	ZNF655-2	ZNF696	ZNF696-1	paralogs	24.31906614785992			
ZNF460	ZNF460-1	ZNF696	ZNF696-1	paralogs	29.54545454545455			
ZNF607	ZNF607-1	ZNF696	ZNF696-1	paralogs	18.289473684210527			
ZNF544	ZNF544-1	ZNF696	ZNF696-1	paralogs	19.893899204244033			
ZNF254	ZNF254-1	ZNF696	ZNF696-1	paralogs	20.29972752043597			
ZNF250	ZNF250-1	ZNF696	ZNF696-1	paralogs	28.082191780821923			
ZNF696	ZNF696-1	ZNF829	ZNF829-1	paralogs	33.55704697986577			
ZNF138	ZNF138-2	ZNF696	ZNF696-1	paralogs	21.11111111111111			
ZNF696	ZNF696-1	ZNF718	ZNF718-1	paralogs	30.020283975659233			
ZIM2	ZIM2-1	ZNF696	ZNF696-1	paralogs	16.857610474631752			
ZNF26	ZNF26-1	ZNF829	ZNF829-1	paralogs	37.54512635379061			
ZNF655	ZNF655-2	ZNF829	ZNF829-1	paralogs	29.684601113172544			
ZNF460	ZNF460-1	ZNF829	ZNF829-1	paralogs	34.92333901192505			
ZNF607	ZNF607-1	ZNF829	ZNF829-1	paralogs	31.59340659340659			
ZNF544	ZNF544-1	ZNF829	ZNF829-1	paralogs	30.570652173913047			
ZNF254	ZNF254-1	ZNF829	ZNF829-1	paralogs	32.21574344023323			
ZNF250	ZNF250-1	ZNF829	ZNF829-1	paralogs	39.0625			
ZIM2	ZIM2-1	ZNF829	ZNF829-1	paralogs	21.9435736677116			
ZNF138	ZNF138-2	ZNF829	ZNF829-1	paralogs	33.70786516853933			
ZNF718	ZNF718-1	ZNF829	ZNF829-1	paralogs	40.8203125			
RXRA	RXRA-1	RXRB	RXRB-1	paralogs	60.86956521739131			
ZKSCAN3	ZKSCAN3-2	ZNF397	ZNF397-2	paralogs	41.48397976391231			2.036058790448035
ZNF397	ZNF397-2	ZSCAN25	ZSCAN25-1	paralogs	31.319554848966607			1.7587828946317279
ZNF397	ZNF397-2	ZSCAN26	ZSCAN26-1	paralogs	43.533697632058285			1.9328349504396285
TEAD1	TEAD1-5	TEAD4	TEAD4-2	paralogs	73.30316742081449			
ZNF124	ZNF124-1	ZNF669	ZNF669-1	paralogs	47.08860759493671			
ZNF559	ZNF559-1	ZNF669	ZNF669-1	paralogs	35.05535055350554			
ZNF669	ZNF669-1	ZNF69	ZNF69-2	paralogs	35.243055555555564			
ZNF177	ZNF177-1	ZNF669	ZNF669-1	paralogs	35.78528827037773			
ZNF124	ZNF124-1	ZNF559	ZNF559-1	paralogs	33.95176252319109			
ZNF559	ZNF559-1	ZNF69	ZNF69-2	paralogs	38.42281879194631			
ZNF177	ZNF177-1	ZNF559	ZNF559-1	paralogs	38.71527777777778			
ZNF124	ZNF124-1	ZNF177	ZNF177-1	paralogs	38.065843621399175			
ZNF177	ZNF177-1	ZNF69	ZNF69-2	paralogs	38.71527777777778			2.1246456761272547
ZNF418	ZNF418-1	ZNF548	ZNF548-1	paralogs	40.57553956834533			0.2280814132547377
ZNF548	ZNF548-1	ZNF772	ZNF772-4	paralogs	41.54929577464789			
ZNF548	ZNF548-1	ZNF79	ZNF79-1	paralogs	36.272878535773714			2.6056397703767016
ZKSCAN3	ZKSCAN3-2	ZSCAN25	ZSCAN25-1	paralogs	36.87821612349914			0.2772758958163073
ZKSCAN3	ZKSCAN3-2	ZSCAN26	ZSCAN26-1	paralogs	38.859180035650624			0.1032238400084069
ZNF250	ZNF250-1	ZNF26	ZNF26-1	paralogs	44.661921708185055			2.4084525374341257
ZNF250	ZNF250-1	ZNF655	ZNF655-2	paralogs	28.805237315875612			
ZNF250	ZNF250-1	ZNF460	ZNF460-1	paralogs	38.42443729903537			
ZNF250	ZNF250-1	ZNF607	ZNF607-1	paralogs	36.54891304347826			2.5560570319858504
ZNF250	ZNF250-1	ZNF544	ZNF544-1	paralogs	39.697802197802204			1.807494850791146
ZNF250	ZNF250-1	ZNF254	ZNF254-1	paralogs	40.685543964232494			
ZIM2	ZIM2-1	ZNF250	ZNF250-1	paralogs	20.9366391184573			
ZNF138	ZNF138-2	ZNF250	ZNF250-1	paralogs	26.371681415929203			
ZNF250	ZNF250-1	ZNF718	ZNF718-1	paralogs	39.92869875222817			
ZNF418	ZNF418-1	ZNF79	ZNF79-1	paralogs	32.91492329149233			2.83372118363144
ZNF772	ZNF772-4	ZNF79	ZNF79-1	paralogs	36.330935251798564			
ZKSCAN7	ZKSCAN7-1	ZNF34	ZNF34-4	paralogs	31.835205992509362			1.3377734751075174
ZKSCAN7	ZKSCAN7-1	ZNF398	ZNF398-1	paralogs	23.250296559905106			
ZNF34	ZNF34-4	ZNF398	ZNF398-1	paralogs	23.529411764705877			
ZNF124	ZNF124-1	ZNF69	ZNF69-2	paralogs	35.86572438162544			2.2015817118416745
ZNF418	ZNF418-1	ZNF772	ZNF772-4	paralogs	34.47782546494993			
ZNF138	ZNF138-2	ZNF26	ZNF26-1	paralogs	24.169741697416967			1.1964351860258335
ZNF138	ZNF138-2	ZNF655	ZNF655-2	paralogs	23.81889763779527			
ZNF138	ZNF138-2	ZNF460	ZNF460-1	paralogs	21.72413793103448			
ZNF138	ZNF138-2	ZNF607	ZNF607-1	paralogs	19.777158774373262			1.3440396805775578
ZNF138	ZNF138-2	ZNF544	ZNF544-1	paralogs	20.194986072423397			0.5954774993828532
ZNF138	ZNF138-2	ZNF254	ZNF254-1	paralogs	33.78787878787879			
ZIM2	ZIM2-1	ZNF138	ZNF138-2	paralogs	20.582877959927142			
ZNF138	ZNF138-2	ZNF718	ZNF718-1	paralogs	42.82744282744283			
ZSCAN25	ZSCAN25-1	ZSCAN26	ZSCAN26-1	paralogs	32.209106239460375			0.1740520558079004
ZNF26	ZNF26-1	ZNF655	ZNF655-2	paralogs	27.33333333333333			1.1683868870805232
ZNF460	ZNF460-1	ZNF655	ZNF655-2	paralogs	25.908372827804108			
ZNF607	ZNF607-1	ZNF655	ZNF655-2	paralogs	21.83288409703504			1.3159913816322475
ZNF544	ZNF544-1	ZNF655	ZNF655-2	paralogs	22.774869109947645			0.5674292004375429
ZNF254	ZNF254-1	ZNF655	ZNF655-2	paralogs	26.55122655122655			
ZIM2	ZIM2-1	ZNF655	ZNF655-2	paralogs	18.16793893129771			
ZNF655	ZNF655-2	ZNF718	ZNF718-1	paralogs	33.075435203094784			
ZNF26	ZNF26-1	ZNF460	ZNF460-1	paralogs	34.717607973421934			
ZNF460	ZNF460-1	ZNF607	ZNF607-1	paralogs	34.217877094972074			
ZNF460	ZNF460-1	ZNF544	ZNF544-1	paralogs	30.798479087452478			
ZNF254	ZNF254-1	ZNF460	ZNF460-1	paralogs	37.278106508875744			
ZIM2	ZIM2-1	ZNF460	ZNF460-1	paralogs	18.54304635761589			
ZNF460	ZNF460-1	ZNF718	ZNF718-1	paralogs	35.148514851485146			
ZNF26	ZNF26-1	ZNF544	ZNF544-1	paralogs	37.13892709766162			0.6009576866429802
ZNF544	ZNF544-1	ZNF607	ZNF607-1	paralogs	37.22438391699093			0.7485621811947045
ZNF254	ZNF254-1	ZNF544	ZNF544-1	paralogs	38.43085106382978			
ZIM2	ZIM2-1	ZNF544	ZNF544-1	paralogs	17.214043035107586			
ZNF544	ZNF544-1	ZNF718	ZNF718-1	paralogs	32.827586206896555			
ZNF26	ZNF26-1	ZNF607	ZNF607-1	paralogs	33.518005540166214			0.1476044945517243
ZNF254	ZNF254-1	ZNF607	ZNF607-1	paralogs	42.0249653259362			
ZIM2	ZIM2-1	ZNF607	ZNF607-1	paralogs	15.02293577981651			
ZNF607	ZNF607-1	ZNF718	ZNF718-1	paralogs	33.715925394548066			
ZNF254	ZNF254-1	ZNF26	ZNF26-1	paralogs	39.006024096385545			
ZIM2	ZIM2-1	ZNF26	ZNF26-1	paralogs	18.85474860335196			
ZNF26	ZNF26-1	ZNF718	ZNF718-1	paralogs	38.72727272727273			
ZBTB48	ZBTB48-1	ZNF688	ZNF688-2	paralogs	9.746328437917224			0.606149799400605
ZIM2	ZIM2-1	ZNF254	ZNF254-1	paralogs	16.528925619834713			
ZNF254	ZNF254-1	ZNF718	ZNF718-1	paralogs	48.8619119878604			
ZIM2	ZIM2-1	ZNF718	ZNF718-1	paralogs	19.32650073206442			
ZKSCAN3	ZKSCAN3-2	ZNF692	ZNF692-1	non-paralog-control	16.80911680911681			0.3570510350230758
ZNF263	ZNF263-1	ZNF607	ZNF607-1	non-paralog-control	19.893617021276604			6.657735614245072
POU2F2	POU2F2-4	ZNF24	ZNF24-1	non-paralog-control	9.287925696594428	1.0		4.11030626775564
ZBTB32	ZBTB32-1	ZNF263	ZNF263-1	non-paralog-control	17.555266579973992			4.6350101095570055
ZNF263	ZNF263-1	ZNF614	ZNF614-1	non-paralog-control	23.161764705882355			
ZBTB7B	ZBTB7B-2	ZNF263	ZNF263-1	non-paralog-control	19.92287917737789			
ZNF263	ZNF263-1	ZNF415	ZNF415-2	non-paralog-control	26.04828462515883			5.8679342859282935
ZKSCAN1	ZKSCAN1-1	ZNF696	ZNF696-1	non-paralog-control	19.75867269984917			
ZNF263	ZNF263-1	ZNF778	ZNF778-1	non-paralog-control	23.703703703703702			1.5704682646031949
DLX4	DLX4-1	ZNF614	ZNF614-1	non-paralog-control	2.845528455284553	1.0		
DLX5	DLX5-1	ZNF410	ZNF410-1	non-paralog-control	7.809847198641767	1.0		2.9639937799774496
DLX1	DLX1-1	ZNF317	ZNF317-1	non-paralog-control	6.637168141592921	1.0		
ETV7	ETV7-1	TEAD3	TEAD3-2	non-paralog-control	15.030060120240481			2.5603076753964866
TEAD1	TEAD1-5	ZNF34	ZNF34-4	non-paralog-control	14.173228346456693			
TEAD2	TEAD2-1	ZSCAN25	ZSCAN25-1	non-paralog-control	15.765765765765765			0.9624113620340996
NFIA	NFIA-2	ZNF607	ZNF607-1	non-paralog-control	0.6768189509306259			6.435965547704594
NFIC	NFIC-1	ZNF607	ZNF607-1	non-paralog-control	0.5927180355630821			3.907794913347981
PAX7	PAX7-2	ZNF599	ZNF599-1	non-paralog-control	8.181818181818182			1.5875808906567
PAX7	PAX7-2	ZNF410	ZNF410-1	non-paralog-control	7.098381070983812			3.9601506342585
OTX2	OTX2-2	ZNF688	ZNF688-2	non-paralog-control	4.158415841584159			3.448739813900678
PAX4	PAX4-2	ZNF599	ZNF599-1	non-paralog-control	2.2805017103762832			
PAX5	PAX5-1	VDR	VDR-2	non-paralog-control	0.6211180124223602	1.0		
ETV7	ETV7-1	TGIF1	TGIF1-3	non-paralog-control	11.778290993071591	1.0		3.626562769665713
ETV4	ETV4-1	ZNF599	ZNF599-1	non-paralog-control	12.685560053981106			2.9094307548965155
ELF5	ELF5-2	THRA	THRA-2	non-paralog-control	1.746031746031746			
ELK3	ELK3-1	PRRX1	PRRX1-2	non-paralog-control	10.151187904967603	1.0		1.001957267550369
ETV6	ETV6-1	RORA	RORA-1	non-paralog-control	16.8			
